item_id,capture_state,import_batch,source_file,source_sheet,source_row_id,composer,composer_source,conductor,conductor_source,musicians,musicians_source,title,title_source,label_raw,label_raw_source,catno_raw,catno_raw_source,year_recorded,year_recorded_source,year_released,year_released_source,format,format_source,track_listing,track_listing_source,discogs_id,discogs_id_source,ai_rating,ai_rating_source,ai_rating_confidence,ai_rating_confidence_source,ai_track_listing,ai_track_listing_source,ai_track_listing_confidence,ai_track_listing_confidence_source,ai_remarks,ai_remarks_source,ai_critical_notes,ai_critical_notes_source,ai_sources,ai_sources_source,qualifier_raw,combined_raw,split_outcome,split_reason,discogs_url,discogs_found,discogs_confidence_legacy,discogs_score_legacy,confirmed,decision_eligible
DG-0255,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,255,Various,legacy,Various,legacy,Georg Friedrich Händel,discogs,Classics By Candle Light Volume Three,legacy,Stylus Music,discogs,smr 620 c,legacy,Unknown,legacy,1986,legacy,Stereo,legacy,"a1 Air From Water Music
a2 Andante From Concerto
a3 Andante From Symphony
a4 Rondo Allegro From Concerto
a5 Minuet & Trio From Symphony No 83 la Poule
b1 Liebestraaume No 3 In A Flat
b2 Adagio From Piano Concerto No1 In E Flat
b3 Andante From Symphony No 4 In A
b4 Spring Song Song Without Words Of 62 No 6
b5 Adagio From Symphony No 3 In A Minor",discogs,11195497,discogs,,,,,,,,,,,,,,,,Stylus Music smr 620 c,split,already-separate-in-source,https://www.discogs.com/release/11195497,yes,Exact,120,no,no
DG-0256,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,256,Various,legacy,Various,legacy,Wolfgang Amadeus Mozart; Franz Schubert; Johann Strauss Jr.; Pyotr Ilyich Tchaikovsky,discogs,Classics By Candlelight Vol. Four,legacy,Stylus Music,discogs,SMR 620 D,legacy,Unknown,legacy,1986,legacy,Stereo,legacy,"1 Andante From Piano Concerto No 21
2 Romanze From ""Eine Klene Nachtmusik""
3 Andantino From ""Rosamunde""
4 Improptu No 4 In A Flat (Exract)
5 Roses From The South Waltz
6 Pizzicato Polka
7 Waltz From Sleeping Beauty
8 Dance Of The Sugar Plum Fairy From The Nutcracker Suite
9 Waltz Of The Flowers From The Nutcracker Suite",discogs,5345242,discogs,,,,,,,,,,,,,,,,Stylus Music SMR 620 D,split,already-separate-in-source,https://www.discogs.com/release/5345242,yes,Exact,120,no,no
DG-0257,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,257,Various,legacy,Nicolai Malko,legacy,Patrick Coyle (2) (Design [Sleeve]); Philharmonia Orchestra (Orchestra); Novisti Press Agency (Photography By); Nicolai Malko; Philharmonia Orchestra,discogs,1812 And Other Famous Overtures,legacy,Music For Pleasure,discogs,MFP 2034,legacy,Unknown,legacy,Unknown,legacy,Mono,legacy,"A1 1812 Overture
A2 Zampa
B1 The Hebrides (Fingal's Cave), Op. 26
B2 Ruy Blas, Op. 95
B3 Poet And Peasant",discogs,31085117,discogs,,,,,,,,,,,,,,,,Music For Pleasure MFP 2034,split,already-separate-in-source,https://www.discogs.com/release/31085117,yes,Exact,128,no,no
DG-0258,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,258,Various,legacy,Fontanna,legacy,Fontanna And His Orchestra,discogs,Viennese Waltzes,legacy,Palace (2),discogs,PST 604,legacy,Unknown,legacy,1986,legacy,Stereo,legacy,"A1 Fledermaus Waltz
A2 Emperor Waltz
A3 Artist's Life
A4 Vienna Blood
A5 Wine, Women, And Song
B1 Morning Journals
B2 Tales Of The Vienna Woods
B3 Roses From The South
B4 Blue Danube Waltz
B5 Acceleration Waltz",discogs,14549529,discogs,,,,,,,,,,,,,,,,Palace (2) PST 604,split,already-separate-in-source,https://www.discogs.com/release/14549529,yes,Exact,138,no,no
DG-0259,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,259,Various,legacy,Eugene Danks; Louis Clark,legacy,"Jack Emblow (Accordion); Roy Wood (Bagpipes); Alan Jones (4) (Bass); Andy Pask (Bass); Roy Babbington (Bass); Mike Jarratt (Engineer, Mastered By); Anthea Gifford (Guitar [Classical]); David Snell (2) (Harp); Alexander Skeaping (Harpsichord); Barry Griffiths (Leader [Orchestra]); Nigel North (Lute); Graham Preskett (Mandolin); Keith Puddy (Performer [Salmo]); Trevor Bastow (Piano); Don Reedman (Producer); Jeff Jarratt (Producer); Richard Taylor (2) (Recorder); Louis Clark; Royal Philharmonic Orchestra",discogs,Hooked On Classics 3 - Journey Through The Classics,legacy,K-Tel,discogs,ONE 1226,legacy,Unknown,legacy,1983,legacy,Stereo,legacy,"Also Sprach Zarathustra – 1:12
A1 Also Sprach Zarathustra
Journey Through The Classics – 3:50
A2a Ballet Music From ""Faust""
A2b Dance Of The Clowns (From ""A Midsummer Night's Dream)
A2c Horn Concerto No. 3 In E-Flat
A2d Presto From 7th Symphony
A2e Concerto In D
A2f Trumpet Tune
A2g Bacchanale (From ""Samson And Delilah"")
A2h Finlandia
Hooked On Haydn – 2:54
A3 Trumpet Concerto In E-Flat (3rd Movement)
Hooked On Romance (Opus 3) – 4:17
A4a Gymnopédie No. 2
A4b Nocturne, Op. 9, No. 2
A4c Nocturne From String Quartet No. 2
A4d Recuerdos De La Alhambra
A4e Symphony No. 2 (4th Movement)
A4f The Swan (From ""Carnival Of The Animals"")
A4g Symphony No. 3 (3rd Movement)
A4h Siciliana
Viva Vivaldi – 4:00
A5a Concerto In C, F. XII, No. 37
A5b Concerto In C, F. XII, No. 14
A5c Concerto In G, F. V, No. 2
A5d Concerto In A, Minor, F. VII, No. 8
A5e Violin Concerto In D, Op. 7, No. 11
Dance Of The Furies – 3:28
A6a Dance Of The Furies
A6b Summer (From ""The Four Seasons"")
Scotland The Brave (Hookery Jiggery Jock) – 3:50
B1a Scotland The Brave
B1b Ben Glen Bay
B1c Cock O' The North
B1d Wi' A Hundred Pipers
B1e Charlie Is Me Darlin'
B1f Loch Lomond
B1g The Keel Row
B1h Bonnie Dundee
B1i Roxburgh Castle
B1j Amazing Grace
Journey Through The Classics (Part 2) – 3:57
B2a Dance Of The Tumblers (Theme 1) (From ""The Snow Maiden"")
B2b Dance Of The Comedians (From ""The Bartered Bride"")
B2c Alla Marcia (From ""Karelia"" Suite)
B2d Finale From ""The Lark"" (String Quartet)
B2e Symphony No. 6 (3rd Movement)
B2f Largo Al Factotum (From ""The Barber Of Seville"")
B2g The Merry Wives Of Windsor
Journey Through America – 3:24
B3a The Star-Spangled Banner
B3b Oh Susanna
B3c Marching Through Georgia
B3d The Yellow Rose Of Texas
B3e When The Saints Go Marching In
B3f Blue Tail Fly
B3g When Johnny Comes Marching Home
B3h Deep In The Heart Of Texas
B3i Yankee Doodle (Came To Town)
B3j Caissons Go Rolling Along
B3k Shortnin' Bread
B3l The Star-Spangled Banner
Hooked On Marching – 3:11
B4a Under The Double Eagle
B4b The Stars And Stripes Forever
B4c Under The Double Eagle
B4d The British Grenadiers
B4e Cavalry Of The Clouds
B4f Officer Of The Day
B4g King Cotton
B4h Imperial Echoes
Symphony Of The Seas
B5a The Sailors' Hornpipe
B5b Portsmouth
B5c Anchors Aweigh
B5d A Life On The Ocean Waves
B5e What Shall We Do With The Drunken Sailor
B5f Blow The Man Down
B5g The Sailors' Hornpipe
Hooked On Rodgers & Hammerstein – 3:37
B6a Oklahoma!
B6b June Is Bustin' Out All Over (From ""Carousel"")
B6c There Is Nothin' Like A Dame (From ""South Pacific"")
B6d The Farmer And The Cowman (From ""Oklahoma"")
B6e Do-Re-Mi (From ""The Sound Of Music"")
B6f Oklahoma!",discogs,12280918,discogs,,,,,,,,,,,,,,,,K-Tel ONE 1226,split,already-separate-in-source,https://www.discogs.com/release/12280918,yes,Exact,138,no,no
DG-0260,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,260,"Dukas, Debussy, Mussorgsky, Porodin",legacy,Gui,legacy,Unknown Artist (Performer); Unknown Artist,discogs,Stamping sirba/Turning hora,legacy,Woodlands,discogs,W-6408,legacy,Unknown,legacy,1960,legacy,Mono,legacy,"A Stamping sirba : Romanian folk dance – 2:25
B Turning hora : Romanian folk dance. – 2:50",discogs,24365930,discogs,,,,,,,,,,,,,,,,Woodlands W-6408,split,already-separate-in-source,https://www.discogs.com/release/24365930,yes,Exact,120,no,no
DG-0261,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,261,Various,legacy,Sir Charles Mackerras,legacy,Malcolm Waddell (Design [Sleeve]); Philharmonia Orchestra (Orchestra); Philharmonia Orchestra; Sir Charles Mackerras,discogs,Music From The Ballet,legacy,Woman Privilege Records,discogs,AZ 8,legacy,Unknown,legacy,1983,legacy,Stereo,legacy,"""Les Sylphides"" Ballet Music
B1 Dance Of The Hours (From ""La Gioconda"", Act II)
""Les Patineurs"" Ballet Music",discogs,21214852,discogs,,,,,,,,,,,,,,,,Woman Privilege Records AZ 8,split,already-separate-in-source,https://www.discogs.com/release/21214852,yes,Exact,138,no,no
DG-0262,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,262,Various,legacy,Various,legacy,"Alois Rybín (Bass Clarinet); Božena Bruderhansová (Cover); Eduard Herzog (Directed By [Musical Direction]); České Dechové Kvinteto Filharmoniků (Flute, Oboe, Clarinet, Bassoon, Horn); Josef Platz (Lacquer Cut By [Sound & Cut]); Libor Hlaváček (Leader); Václav Junek (Trumpet); Various",discogs,Modern Chamber Music For Wind Instruments,legacy,Supraphon,discogs,SUA ST 50582,legacy,Unknown,legacy,1966,legacy,Unknown,legacy,"A1 Septett Für Blasinstrumente
A2 Divertimento For Flute, Oboe, And Clarinet, Op. 37
B1 Sonatina For Oboe, Clarinet And Bassoon
B2 Quartet For Flute, Oboe, Clarinet And Bassoon",discogs,7582399,discogs,,,,,,,,,,,,,,,,Supraphon SUA ST 50582,split,already-separate-in-source,https://www.discogs.com/release/7582399,yes,Exact,146,no,no
DG-0263,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,263,Various,legacy,Guy Barbier,legacy,Terry Beard (Design); London Philharmonic Orchestra (Orchestra); Terry Beard (Photography By); John Boyden (Producer); Malcolm Rayment (Sleeve Notes); Hector Berlioz; Jean Sibelius; Richard Wagner; Bedřich Smetana; London Philharmonic Orchestra; Guy Barbier,discogs,Favourite Overtures Of The London Philharmonic,legacy,Classics For Pleasure,discogs,CFP 40023,legacy,Unknown,legacy,1972,legacy,Stereo,legacy,"A1 Carnaval Romain Overture, Op.9
A2 Finlandia: Tone Poem, Op.26
B1 The Mastersingers: Prelude
B2 The Bartered Bride: Overture",discogs,23469236,discogs,,,,,,,,,,,,,,,,Classics For Pleasure CFP 40023,split,already-separate-in-source,https://www.discogs.com/release/23469236,yes,Exact,138,no,no
DG-0264,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,264,Unknown,legacy,Unknown,legacy,Gerald Moore (Piano); Elisabeth Schwarzkopf (Soprano Vocals); Elisabeth Schwarzkopf,discogs,Songs You Love,legacy,Angel Records,discogs,35383,legacy,Unknown,legacy,1956,legacy,Mono,legacy,"A1 Drink To Me Only With Thine Eyes
A2 Plaisir D'amour
A3 Auf Flugeln Des Gesanges
A4 Songs My Mother Taught Me
A5 Si Mes Vers Avalent Des Ailes
A6 Nur Wer Die Sehnsucht Kennt
A7 Murmelndes Lüftchen
B1 Ich Liebe Dich
B2 Farmyard Song
B3 Schilf, Schilf, Säusle
B4 Schwarze Rosen
B5 Wiegenlied
B6 In Dem Schatten Meiner Locken
B7 Elfenlied
B8 O, Du Liebs Ängeli
B9 Gsätzli",discogs,12100297,discogs,,,,,,,,,,,,,,,,Angel Records 35383,split,already-separate-in-source,https://www.discogs.com/release/12100297,yes,Label+Cat,50,no,no
DG-0265,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,265,Various,legacy,Bowers,legacy,The London Festival Symphony Orchestra; Mathew Bowers,discogs,Fingal's Cave And Other Favourite Overtures,legacy,Associated Recordings Company,discogs,FDY 2067,legacy,Unknown,legacy,1972,legacy,Stereo,legacy,"a Fingal's Cave (The Hebrides)
b Oberon
c Roman Carnival
a Th Merry Wives Of Windsor
b Don Pasquale
c The Bartered Bride",discogs,33795864,discogs,,,,,,,,,,,,,,,,Associated Recordings Company FDY 2067,split,already-separate-in-source,https://www.discogs.com/release/33795864,yes,Exact,138,no,no
DG-0266,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,266,Unknown,legacy,Gramente,legacy,Alfred Gramente (Directed By); Chorale St Clair,discogs,Polyphonie Sacrée De La Renaissance,legacy,PS (9),discogs,PS5032,legacy,Unknown,legacy,1981,legacy,Mono,legacy,"L'Abbaye De Vignogoul
A1 O Jesu Christe – 4:10
A2 Sicut Cervus – 2:43
A3 Messe Sine Nomine – 4:47
A4 Alma Redemptoris – 3:52
A5 Exultate Justi – 2:18
L'Abbaye De Valmagne
B1 O Vos Omnes – 6:00
B2 Ave Maria – 2:36
B3 Popule Meus – 4:00
B4 Regina Coeli – 2:12
B5 En Son Temple Sacre – 2:51",discogs,10505756,discogs,,,,,,,,,,,,,,,,PS (9) PS5032,split,already-separate-in-source,https://www.discogs.com/release/10505756,yes,Exact,120,no,no
DG-0267,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,267,Unknown,legacy,Unknown,legacy,Julius Katchen; Friedrich Gulda; Wilhelm Kempff; Peter Katin,discogs,Favourite Piano Music,legacy,Decca,discogs,DPA 509,legacy,Unknown,legacy,1974,legacy,Unknown,legacy,"A1 Jesu, Joy Of Man's Desiring – 3:39
A2 Sonata No.15 In C Major, K.545 - First Movement: Alegro – 2:10
A3 Sonata No. 8 In C Minor, Op. 13 ""Pathetique"" - Second Movement: Adagio Cantabile – 6:08
A4 On Wings Of Song – 4:05
A5 Hungarian Dance No. 5 In F Sharp Minor – 2:10
A6 Intermezzo In E Flat, Op, 17 No. 1 – 5:11
A7 Polonaise In A Flat Major – 6:41
B1 Sonata No. 14 In C Sharp Minor ""Moonlight"" - Adagio Sostenuto - Allegretto - Trio - Presto Agitato – 17:17
B2 Clair De Lune – 4:46
C1 Liebestraume No. 3 In A Flat Major – 4:41
C2 Consolation No. 3 In D Flat Major – 4:12
C3 Waltz In D Major: Op. 64 No. 1 – 1:50
C4 Waltz In C Sharp Minor, Op. 64 No. 2 – 3:39
C5 Romance: Op. 28 No. 2 – 4:28
C6 Rhapsody In G Minor, Op. 79 No. 2 – 5:45
D1 Bagatelle In A Minor ""Fur Elise"" – 3:24
D2 Impromptu No. 1 In A Flat, Op. 29 – 3:46
D3 Ballade No. 3 In A Flat Major, Op. 47 – 6:54
D4 Sonata No. 2 In B Flat Minor, ""Funaeral March"" - Third Movement: Lento – 7:02
D5 Fantaisie-Impromptu (Impromptu No. 4 In C Sharp Minor, Op. 66) – 4:35",discogs,5478300,discogs,,,,,,,,,,,,,,,,Decca DPA 509,split,already-separate-in-source,https://www.discogs.com/release/5478300,yes,Exact,130,no,no
DG-0268,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,268,Various,legacy,Alexander von Pitamic; Alfred Scholz; Eduard Van Lindenberg; Eric Rogers (2); Frank Shipway; Henry Adolph; Josef Leo Gruber; Laurence Siegel,legacy,"Alan J. Peters (Compilation Producer); Gordon Smith (2) (Compilation Producer); Paula Browne (Design [Sleeve Design]); Jason Woodcock (Liner Notes); Steve Grant (4) (Mastered By, Edited By); Camerata Academica (2) (Orchestra); Das Mozarteum Orchester Salzburg (2) (Orchestra); London Festival Orchestra (Orchestra); Münchner Symphoniker (2) (Orchestra); Philharmonia Orchestra (2) (Orchestra); Royal Philharmonic Orchestra (Orchestra); Süddeutsche Philharmonie (Orchestra); Wiener Volksopernorchester (Orchestra); Wiener Volksopernorchester (2) (Orchestra); Jean Price (Soloist [Harp]); Chris Richardson (Soloist [Synthesiser]); Various",discogs,Music For The Seasons - Summer,legacy,Ronco,discogs,RTL 2075B,legacy,Unknown,legacy,1982,legacy,Stereo,legacy,"A1 Pastoral Symphony ""Calm After The Storm""
A2 Habenera From Carmen
A3 Claire De Lune
A4 Valse Des Fleurs - (Waltz Of The Flowers)
A5 Greensleeves
A6 Horn Concerto No.3 (Last Movement)
B1 Scene From ""Swan Lake""
B2 Dance Of The Cygnets From ""Swan Lake""
B3 Nocturne In E Flat
B4 Village Swallows Waltz
B5 Summer From The Four Seasons
B6 Pizzicato Polka From Sylvia
B7 Sleeping Beauty Waltz",discogs,2170765,discogs,,,,,,,,,,,,,,,,Ronco RTL 2075B,split,already-separate-in-source,https://www.discogs.com/release/2170765,yes,Label+Cat,66,no,no
DG-0269,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,269,Various,legacy,Alexander von Pitamic; Alfred Scholz; Eduard Van Lindenberg; Eric Rogers (2); Frank Shipway; Henry Adolph; Josef Leo Gruber; Laurence Siegel,legacy,"Alan J. Peters (Compilation Producer); Gordon Smith (2) (Compilation Producer); Paula Browne (Design [Sleeve Design]); Jason Woodcock (Liner Notes); Steve Grant (4) (Mastered By, Edited By); Camerata Academica (2) (Orchestra); Das Mozarteum Orchester Salzburg (2) (Orchestra); London Festival Orchestra (Orchestra); Münchner Symphoniker (2) (Orchestra); Philharmonia Orchestra (2) (Orchestra); Royal Philharmonic Orchestra (Orchestra); Süddeutsche Philharmonie (Orchestra); Wiener Volksopernorchester (Orchestra); Wiener Volksopernorchester (2) (Orchestra); Jean Price (Soloist [Harp]); Chris Richardson (Soloist [Synthesiser]); Various",discogs,Music For The Seasons - Summer,legacy,Ronco,discogs,RTL 2075B,legacy,Unknown,legacy,1982,legacy,Unknown,legacy,"A1 Pastoral Symphony ""Calm After The Storm""
A2 Habenera From Carmen
A3 Claire De Lune
A4 Valse Des Fleurs - (Waltz Of The Flowers)
A5 Greensleeves
A6 Horn Concerto No.3 (Last Movement)
B1 Scene From ""Swan Lake""
B2 Dance Of The Cygnets From ""Swan Lake""
B3 Nocturne In E Flat
B4 Village Swallows Waltz
B5 Summer From The Four Seasons
B6 Pizzicato Polka From Sylvia
B7 Sleeping Beauty Waltz",discogs,2170765,discogs,,,,,,,,,,,,,,,,Ronco RTL 2075B,split,already-separate-in-source,https://www.discogs.com/release/2170765,yes,Label+Cat,66,no,no
DG-0270,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,270,Various,legacy,Alexander von Pitamic; Alfred Scholz; Eduard Van Lindenberg; Eric Rogers (2); Frank Shipway; Henry Adolph; Josef Leo Gruber; Laurence Siegel,legacy,"Alan J. Peters (Compilation Producer); Gordon Smith (2) (Compilation Producer); Paula Browne (Design [Sleeve Design]); Jason Woodcock (Liner Notes); Steve Grant (4) (Mastered By, Edited By); Camerata Academica (2) (Orchestra); Das Mozarteum Orchester Salzburg (2) (Orchestra); London Festival Orchestra (Orchestra); Münchner Symphoniker (2) (Orchestra); Philharmonia Orchestra (2) (Orchestra); Royal Philharmonic Orchestra (Orchestra); Süddeutsche Philharmonie (Orchestra); Wiener Volksopernorchester (Orchestra); Wiener Volksopernorchester (2) (Orchestra); Jean Price (Soloist [Harp]); Chris Richardson (Soloist [Synthesiser]); Various",discogs,Music For The Seasons - Summer,legacy,Ronco,discogs,RTL 2075B,legacy,Unknown,legacy,1982,legacy,Unknown,legacy,"A1 Pastoral Symphony ""Calm After The Storm""
A2 Habenera From Carmen
A3 Claire De Lune
A4 Valse Des Fleurs - (Waltz Of The Flowers)
A5 Greensleeves
A6 Horn Concerto No.3 (Last Movement)
B1 Scene From ""Swan Lake""
B2 Dance Of The Cygnets From ""Swan Lake""
B3 Nocturne In E Flat
B4 Village Swallows Waltz
B5 Summer From The Four Seasons
B6 Pizzicato Polka From Sylvia
B7 Sleeping Beauty Waltz",discogs,2170765,discogs,,,,,,,,,,,,,,,,Ronco RTL 2075B,split,already-separate-in-source,https://www.discogs.com/release/2170765,yes,Label+Cat,66,no,no
DG-0271,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,271,Various,legacy,Alexander von Pitamic; Alfred Scholz; Eduard Van Lindenberg; Eric Rogers (2); Frank Shipway; Henry Adolph; Josef Leo Gruber; Laurence Siegel,legacy,"Alan J. Peters (Compilation Producer); Gordon Smith (2) (Compilation Producer); Paula Browne (Design [Sleeve Design]); Jason Woodcock (Liner Notes); Steve Grant (4) (Mastered By, Edited By); Camerata Academica (2) (Orchestra); Das Mozarteum Orchester Salzburg (2) (Orchestra); London Festival Orchestra (Orchestra); Münchner Symphoniker (2) (Orchestra); Philharmonia Orchestra (2) (Orchestra); Royal Philharmonic Orchestra (Orchestra); Süddeutsche Philharmonie (Orchestra); Wiener Volksopernorchester (Orchestra); Wiener Volksopernorchester (2) (Orchestra); Jean Price (Soloist [Harp]); Chris Richardson (Soloist [Synthesiser]); Various",discogs,Music For The Seasons - Summer,legacy,Ronco,discogs,RTL 2075B,legacy,Unknown,legacy,1982,legacy,Mono,legacy,"A1 Pastoral Symphony ""Calm After The Storm""
A2 Habenera From Carmen
A3 Claire De Lune
A4 Valse Des Fleurs - (Waltz Of The Flowers)
A5 Greensleeves
A6 Horn Concerto No.3 (Last Movement)
B1 Scene From ""Swan Lake""
B2 Dance Of The Cygnets From ""Swan Lake""
B3 Nocturne In E Flat
B4 Village Swallows Waltz
B5 Summer From The Four Seasons
B6 Pizzicato Polka From Sylvia
B7 Sleeping Beauty Waltz",discogs,2170765,discogs,,,,,,,,,,,,,,,,Ronco RTL 2075B,split,already-separate-in-source,https://www.discogs.com/release/2170765,yes,Label+Cat,66,no,no
DG-0272,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,272,including Tchaikosky and Weber,legacy,Riccardo Cariolo,legacy,Gregory Wyatt (Liner Notes); Münchner Symphoniker (Orchestra); Münchner Symphoniker; Riccardo Cariolo,discogs,Masterpieces Of Music,legacy,Fidelio,discogs,ATL 4019,legacy,Unknown,legacy,1962,legacy,Mono,legacy,"A1 ""Oberon"" Overture
A2 Invitation To The Waltz
A3 Dance Of The Hours
B1 ""Coppelia"" - Mazurka
B2 ""Merry Wives Of Windsor"" - Overture
B3 ""Nutcracker"" - Suite",discogs,17091738,discogs,,,,,,,,,,,,,,,,Fidelio ATL 4019,split,already-separate-in-source,https://www.discogs.com/release/17091738,yes,Exact,130,no,no
DG-0273,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,273,Unknown,legacy,Unknown,legacy,Various,discogs,Mein Schönstes Kurkonzert,legacy,Telefunken,discogs,NT 145,legacy,Unknown,legacy,1977,legacy,Stereo,legacy,"A1 Faust-Walzer Aus Der Oper ""Margarethe""
A2 Hindu-Lied
A3 Toselli-Serenade
A4 Menuett, Op. 14 Nr. 1
A5 Melodie In F, Op. 3 Nr. 1
B1 Tarantella
B2 Ungarische Tänze Nr. 5 G-moll, Nr. 6 D-Dur
B3 Salut D'amour (Liebesgruß)
B4 Stephanie-Gavotte
B5 Barcarole aus ""Hoffmanns Erzählungen""",discogs,9617476,discogs,,,,,,,,,,,,,,,,Telefunken NT 145,split,already-separate-in-source,https://www.discogs.com/release/9617476,yes,Exact,120,no,no
DG-0274,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,274,Unknown,legacy,Unknown,legacy,Various,discogs,Grand Piano Partnerships,legacy,Reader's Digest,discogs,RDS 9457,legacy,Unknown,legacy,1977,legacy,Stereo,legacy,"A1 Waltz From Suite No. 2 For Two Pianos, Op. 17
A2 la Campanella
A3 Waltzes, Op. 39
A4 The Stars And Stripes Forever
B1 Slavonic Dance In E Minor, Op 72
B2 Ritual Fire Dance
B3 Tarantella From Suite No. 2 For Two Pianos, Op. 17
B4 Die Fledermaus Paraphrase",discogs,25367845,discogs,,,,,,,,,,,,,,,,Reader's Digest RDS 9457,split,already-separate-in-source,https://www.discogs.com/release/25367845,yes,Exact,130,no,no
DG-0275,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,275,Unknown,legacy,Unknown,legacy,Galushenko,legacy,Ballet Class vol 8,legacy,,,Elementry1176,legacy,Unknown,legacy,Unknown,legacy,Unknown,legacy,"Ballet class accompaniment (Vol. 8) – likely short pieces for barre + centre work.
Approx track categories: Warm-up / Pliés / Tendus / Dégagés / Rond de jambe / Fondu / Frappé / Adage / Allegro / Waltz / Coda.
(Exact per-track titles not verified for this specific ‘Galushenko’ pressing.)",legacy,,,,,,,,,,,,,,,,,,Elementry1176,bare-catno,no-label-present,,no,Not found,,no,no
DG-0276,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,276,Antonín Dvořák; Felix Mendelssohn-Bartholdy; Franz Schubert; Giuseppe Verdi; Hector Berlioz; Johannes Brahms; Mikhail Ivanovich Glinka,legacy,Bernard Haitink,legacy,Concertgebouworkest (Orchestra); Concertgebouworkest; Bernard Haitink,discogs,Concertgebouw Orchestra Amsterdam,legacy,Philips,discogs,6856 030,legacy,Unknown,legacy,1972,legacy,Stereo,legacy,"Franz Schubert
A1 Rosamunde
Johannes Brahms
A2 Hungarian Dance No.1 In G Minor
A3 Hungarian Dance No.3 In F
Felix Mendelssohn Bartholdy
A4 Scherzo From ""A Midsummer Night's Dream"" Op. 61 No. 1
Antonin Dvorak
A5 Slavonic Dance In C, Op. 46 No. 1
A6 Slavonic Dance In G Minor, Op. 46 No. 8
Hector Berlioz
B1 Benvenuto Cellini Op. 23: Overture
Giuseppe Verdi
B2 La Forza Del Destino: Overture
Michail Glinka
B3 Russlan And Ludmila: Overture",discogs,6884828,discogs,,,,,,,,,,,,,,,,Philips 6856 030,split,already-separate-in-source,https://www.discogs.com/release/6884828,yes,Exact,128,no,no
DG-0277,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,277,Various,legacy,Bliss,legacy,Various,discogs,Dance Music For You?2,legacy,Elemental No-Job Paradise,discogs,ENP-00002,legacy,Unknown,legacy,2014,legacy,Mono,legacy,"1 Raid Layer – 4:04
2 Crystal Line – 5:54
3 白菊 – 4:37
4 Classy Cat (Ft. MIHO) – 3:13
5 Asterism – 3:37
6 Mim – 5:30
7 Mancarime – 7:26
8 Libera – 3:00
9 Flurry – 6:10",discogs,6759746,discogs,,,,,,,,,,,,,,,,Elemental No-Job Paradise ENP-00002,split,already-separate-in-source,https://www.discogs.com/release/6759746,yes,Fallback,8,no,no
DG-0278,enriched,M0-IMPORT-ENRICHED,Vinyl Records Record 2 Jen.xlsx,Classical Master,278,Various,legacy,Various,legacy,Various,discogs,Le Più Belle Canzoni Del Mondo,legacy,RCA Italiana,discogs,LRD - 1,legacy,Unknown,legacy,1968,legacy,Stereo,legacy,"A1 Star Dust
A2 Stormy Weather
A3 Mama Loves Papa
A4 The Man I Love
A5 Whatever Lola Wants
A6 Sayonara
B1 Lu Pisce Spada
B2 Munasterio E Santa Chiara
B3 'E Spingole Francese
B4 Vecchio Frack
B5 Che M'E' Mparato A Fa
B6 Arrivederci Roma",discogs,15255128,discogs,,,,,,,,,,,,,,,,RCA Italiana LRD - 1,split,already-separate-in-source,https://www.discogs.com/release/15255128,yes,Label+Cat,130,no,no
